age;bmi;plz;secret
90;13.2;9748;5
31;19.2;9551;9
74;26.35;7538;6
55;25.42;3011;1
19;20.9;4593;0
38;17.89;3302;2
74;10.75;2350;9
4;21.21;3670;8
72;30.35;6283;5
69;13.36;4274;9
15;21.05;6310;9
46;29.59;9369;1
10;24.68;6576;10
77;19.04;6809;6
16;28.01;7068;5
62;18.35;4426;2
80;25.22;3724;8
81;15.13;2122;9
76;30.82;4004;6
39;13.13;5715;4
86;11.41;3105;3
65;18.38;1871;2
73;25.3;3250;2
60;27.76;4690;2
42;23.94;7767;7
69;22.65;7748;6
84;13.55;4874;10
14;17.68;1681;8
59;20.56;3378;4
30;30.75;3611;5
51;23.56;4725;9
75;13.84;1986;8
9;20.06;5086;7
14;20.14;1655;9
55;23.16;6435;2
99;27.74;5239;1
22;19.89;8792;1
90;20.83;3111;9
53;11.96;3087;2
91;10.97;1568;1
71;13.01;4330;4
2;22.2;3983;7
13;28.74;5032;4
94;26.79;6039;9
75;30.41;1061;8
83;13.03;5323;5
12;21.68;1382;2
40;14.31;9883;5
99;30.74;7373;9
65;18.39;5535;1
39;12.11;3648;1
27;16.66;6008;6
75;25.72;4594;3
28;17.76;6224;9
51;16.08;5048;9
61;22.77;3298;4
11;10.62;9816;6
52;28.04;9065;7
45;28.49;3971;1
21;21.16;7194;2
24;25.51;7124;8
3;25.79;8224;7
71;17.0;6103;2
91;24.29;7065;4
64;21.61;3741;4
23;13.32;9803;9
71;20.49;9708;5
7;10.98;1859;4
63;26.37;8580;2
54;29.02;1824;0
57;26.37;5581;8
80;28.33;5543;4
70;29.68;9707;1
69;28.56;5247;8
8;15.34;5146;6
37;22.77;9825;4
10;21.81;9214;2
29;25.35;3523;10
16;16.08;2226;10
26;19.61;7665;1
37;25.47;3004;6
56;17.81;7186;6
44;12.36;7967;9
45;10.6;1068;9
7;27.57;8980;6
31;28.94;5974;8
38;28.06;1424;8
39;22.16;6662;4
38;10.18;4154;4
97;16.68;1988;4
42;22.66;7310;5
17;17.52;9564;4
2;28.11;9156;6
3;22.6;2391;4
78;27.62;8397;2
34;21.53;5029;2
99;28.75;9660;1
42;23.37;3130;6
28;30.16;3087;1
96;16.46;6384;0
55;12.46;7220;9
35;20.51;4208;4
70;14.06;5636;8
36;18.33;5747;7
17;19.27;6009;0
3;22.0;6980;9
26;20.77;2544;1
3;29.37;9035;2
63;15.19;2980;0
95;10.15;6988;9
61;10.54;4597;2
26;23.96;5750;5
4;24.65;3923;7
95;11.22;4831;4
95;16.89;1077;0
93;20.62;4059;6
16;15.75;6946;1
87;25.49;3573;1
67;17.13;9631;8
1;19.61;9649;2
49;10.51;2857;1
6;16.96;6180;7
8;12.13;1293;5
27;26.55;6877;1
76;10.96;5959;3
33;15.46;8499;8
67;11.2;2178;8
63;25.55;9697;1
13;24.33;2755;9
92;26.54;1265;5
49;16.26;7324;3
74;17.46;6881;8
81;29.86;3063;10
80;11.61;3650;3
5;16.0;8205;9
29;28.6;4013;7
43;23.92;9045;9
100;11.98;6842;5
32;21.46;3392;9
40;16.64;4782;7
74;27.67;5636;5
32;28.07;3163;1
29;27.52;5891;8
78;19.9;8048;2
16;26.01;3896;4
5;21.55;6221;5
55;15.81;6621;8
12;14.82;7202;0
57;16.12;6762;8
7;29.71;3591;8
51;30.58;6570;3
5;16.91;5307;3
3;29.22;9715;4
89;24.63;8546;0
65;22.96;5101;1
41;15.77;5522;9
69;30.99;4857;0
19;10.65;8305;5
33;20.17;2918;2
15;27.67;8319;5
63;26.18;1898;4
26;13.71;2330;2
65;21.14;6200;8
40;24.17;1974;0
92;20.88;7549;5
87;14.88;9152;1
95;28.06;9388;6
33;20.31;4854;6
58;20.96;3833;8
10;27.79;1233;2
28;14.38;6132;1
8;17.78;1984;6
78;14.24;1800;4
64;15.26;6365;3
52;28.67;5903;2
46;23.77;5398;8
94;30.73;4152;6
95;12.86;2099;8
50;24.99;6764;2
83;29.76;8774;9
4;18.67;7283;10
97;28.65;3717;4
74;18.12;9794;4
63;23.88;2865;4
88;29.66;2226;0
66;23.8;8233;1
22;28.25;7685;10
18;26.36;2198;5
52;30.47;6009;3
7;26.43;5932;6
71;14.61;5986;4
6;11.51;6574;4
62;24.1;1923;0
32;11.38;9939;4
24;18.44;9517;4
82;20.75;9842;9
9;28.39;9202;6
98;18.12;9337;6
3;22.03;5437;9
22;15.18;6465;8
54;27.97;7606;1
48;13.61;3298;2
54;17.01;1477;6
84;24.2;9367;2
3;14.7;9424;7
87;14.36;3774;2
15;19.77;6829;4
21;12.73;2570;8
66;22.45;4381;5
58;16.33;2202;6
73;23.08;5195;1
26;23.41;4106;9
49;19.45;6954;8
62;16.12;3756;5
98;20.85;5504;3
40;16.4;9731;4
25;25.86;3604;3
67;28.97;7633;1
73;11.15;3774;1
79;26.18;1905;1
35;26.01;2412;1
67;30.07;9871;7
77;30.27;4652;4
32;16.0;1572;1
77;21.83;9628;2
32;18.65;6203;2
83;18.1;8101;9
79;28.26;5219;0
21;27.89;9633;6
4;26.37;8445;4
13;29.58;1753;1
77;11.5;9719;2
5;18.72;6805;6
84;17.51;6926;6
88;25.39;8419;4
62;27.49;3460;8
70;27.73;7798;1
68;27.52;9443;5
48;29.75;4262;7
25;29.74;9265;8
67;30.29;2736;1
71;25.27;8259;1
73;14.52;9131;7
6;22.2;3587;9
3;20.6;3806;1
4;13.64;5632;8
59;24.28;2549;4
54;20.42;4496;6
64;19.58;1773;4
32;22.0;3380;2
3;27.81;2869;9
12;14.8;8952;3
76;24.57;6899;7
90;21.83;5984;8
45;10.53;8085;3
63;30.39;8857;7
35;16.1;7771;6
84;28.27;5720;0
15;24.31;9806;3
3;20.7;9398;8
85;11.43;5543;1
41;19.92;8335;7
37;16.29;3886;6
80;26.14;9172;6
65;28.22;2087;1
50;23.41;4747;5
43;14.05;2221;9
50;19.42;9599;4
95;10.81;9550;5
46;16.38;1291;8
35;26.72;5197;1
7;15.56;4115;4
37;23.84;4831;9
96;16.09;4995;6
67;29.53;2308;10
25;15.96;5658;1
95;30.37;4455;4
20;28.53;4389;4
67;21.33;5429;4
78;27.94;8930;5
91;21.32;3369;4
8;15.14;4352;4
82;18.42;2246;10
72;23.45;8952;1
74;23.43;7141;2
88;13.98;2498;4
71;16.43;5354;1
50;15.22;8398;7
16;17.6;9072;8
79;26.61;1588;2
1;14.54;3507;7
14;30.02;9222;1
29;29.69;6717;7
95;17.32;8483;7
11;28.67;8536;0
16;10.49;2060;5
72;26.66;8317;1
36;14.11;6135;5
72;20.08;4421;9
73;12.94;2924;2
89;27.29;6643;2
34;28.05;2105;7
10;22.91;1026;1
43;18.79;6683;1
25;18.13;5742;9
79;11.35;5125;5
31;19.1;7992;4
27;20.98;5820;6
76;21.1;6106;8
5;11.81;6186;5
8;12.31;5294;3
35;18.03;6985;9
18;29.25;6739;2
54;29.98;4670;7
70;17.2;4957;6
79;10.05;4824;10
75;10.24;1644;5
97;30.76;3010;4
51;16.68;1426;9
23;28.35;7600;9
60;29.98;2212;5
44;14.64;1392;7
39;23.55;4104;4
64;20.1;2095;8
48;23.91;9027;3
96;12.35;5984;9
96;26.1;3551;4
75;18.53;6299;1
42;24.48;9577;1
94;13.28;1207;4
67;17.09;1833;5
71;21.2;7384;2
55;15.35;6378;3
14;27.18;7541;7
55;11.73;3541;4
40;27.8;5461;7
84;10.68;8008;7
52;16.73;4359;4
7;22.99;7969;1
97;16.99;5628;7
11;13.19;5550;2
52;26.27;1303;7
45;25.93;6943;1
5;19.82;7793;8
92;29.29;1944;4
37;13.53;1697;5
13;26.39;1826;1
18;27.23;7793;6
66;25.98;8754;5
74;24.45;6485;3
80;13.63;8168;6
88;14.97;5295;0
59;28.87;5838;4
38;28.97;9214;8
39;17.38;7523;7
96;12.74;4973;10
8;14.93;3434;1
22;16.05;4550;9
79;27.87;3930;8
49;17.79;6487;6
75;30.32;4155;10
33;22.45;5825;5
53;20.21;9544;3
100;15.53;5730;2
90;19.0;4392;8
43;21.9;4122;4
3;30.72;8936;5
30;12.8;2873;9
73;23.47;3628;4
28;21.0;8398;7
96;22.75;5551;10
60;10.12;3690;10
89;12.17;8165;1
49;15.45;9137;5
12;14.33;1823;5
18;28.49;9665;6
90;16.06;6756;3
34;27.11;5041;5
45;16.27;7453;4
40;12.25;1390;1
79;17.94;3651;2
97;22.27;7255;9
53;22.27;8347;3
30;17.54;9747;1
65;24.85;5553;4
58;15.83;7629;5
20;19.34;8713;9
42;24.7;9371;7
41;19.19;2984;2
98;14.71;5514;7
70;29.19;6820;8
33;15.35;7901;8
51;30.04;4555;0
21;21.05;7591;2
97;23.1;7915;1
31;30.43;2521;10
86;20.12;2661;5
48;21.83;5240;2
38;14.6;6801;3
76;30.81;6274;2
58;18.95;1066;8
8;17.08;5939;2
64;25.72;7576;3
82;11.98;4674;0
14;29.63;9917;7
83;13.64;6202;8
22;21.02;4033;9
58;26.28;9096;9
20;13.92;3658;3
32;15.47;9551;10
88;30.14;6212;6
62;18.12;4451;2
90;28.81;8353;3
69;21.5;4021;6
68;28.27;9630;10
13;28.85;2651;6
85;21.47;7928;2
31;20.07;2703;5
17;26.01;1648;8
28;25.64;8356;5
50;27.7;6810;0
97;11.84;7824;3
7;22.16;9519;9
26;15.86;9501;4
31;28.71;1492;7
89;29.37;1853;7
1;18.95;5583;3
51;16.59;6121;2
27;22.4;9495;6
27;17.08;6156;6
92;26.23;7127;1
68;15.63;9948;5
13;26.01;7243;1
77;23.02;4671;6
38;22.99;6405;2
70;18.59;1301;6
10;20.28;6357;9
37;19.84;7133;8
61;12.93;5317;5
64;24.49;9758;6
22;13.9;2846;4
27;16.7;4321;2
50;16.33;6252;4
68;24.48;8117;9
17;28.57;1716;5
10;10.37;8852;1
19;29.94;8581;6
79;13.01;2133;8
81;15.24;4490;8
23;17.17;5997;8
78;28.27;6326;0
67;22.19;5553;7
5;27.1;9133;3
37;28.23;8047;2
50;16.77;9473;1
29;21.54;3925;7
59;29.62;8893;9
23;24.55;9701;9
6;21.49;3459;4
64;29.9;1699;4
93;30.39;3543;6
53;20.29;1996;0
50;25.6;4304;8
24;29.91;4111;5
17;14.04;9548;0
2;18.96;4275;8
10;10.45;6922;1
73;10.39;1348;8
21;28.9;1625;4
91;18.85;1680;7
91;27.4;2074;0
27;21.49;4508;7
68;15.8;6227;5
24;15.27;8689;0
29;17.2;3494;6
4;21.68;2836;5
26;19.56;9431;5
67;10.12;2186;7
3;17.24;8666;2
47;10.43;8748;3
74;16.66;7733;2
31;18.2;7565;3
61;11.27;5769;3
66;15.89;6142;1
47;20.58;8261;7
85;17.91;9370;7
87;19.95;4279;5
48;11.14;4494;8
59;13.29;9895;8
72;24.64;5967;6
90;22.95;3726;5
89;21.43;5232;1
56;28.47;5791;5
69;24.57;5759;8
45;16.9;4122;8
90;13.07;1909;10
54;18.88;2826;1
38;10.19;5427;7
33;30.76;8538;5
77;15.29;9648;6
8;22.36;8446;3
22;23.18;8713;10
48;25.16;4349;3
90;23.7;2380;9
59;28.08;7422;1
37;26.02;9232;5
8;22.13;8636;6
86;10.76;5361;9
22;15.46;5027;9
7;11.99;4828;2
16;13.79;2248;8
16;11.82;5483;2
39;29.17;6109;4
89;27.9;2953;3
38;17.42;9025;7
19;24.24;7860;3
85;27.93;6588;3
53;15.13;3595;7
28;14.5;9681;4
91;24.0;9207;8
37;21.43;1849;6
43;25.53;9228;5
69;15.13;9846;9
59;26.41;9499;6
83;22.88;7561;7
90;24.53;3308;2
61;27.44;5770;10
41;12.36;3419;7
17;16.83;7389;1
21;27.11;9795;3
21;26.36;5187;1
13;24.6;1090;2
52;15.63;3132;6
3;10.1;4220;4
45;16.35;8837;6
52;24.6;1589;7
31;25.97;9761;9
92;10.17;4775;2
60;30.55;2150;1
93;24.42;4751;1
56;20.3;8869;1
17;19.23;5951;7
54;13.86;6592;3
61;21.21;2755;1
9;28.18;9035;4
64;23.6;2201;8
93;20.44;6166;1
15;17.63;9997;5
96;22.55;1594;2
1;29.43;7145;1
12;22.13;5575;7
69;12.99;9746;4
79;30.97;5318;3
1;22.0;9804;1
96;10.32;8550;4
25;17.28;2087;2
35;20.66;6511;1
4;16.28;7376;6
30;23.69;1835;6
80;14.85;4649;4
3;29.68;6007;6
74;20.25;2041;7
54;28.47;3327;4
49;14.09;1618;1
53;29.76;6585;9
6;26.63;2307;0
67;18.51;7882;2
62;25.73;7533;1
47;14.39;8288;0
22;22.3;6384;7
45;30.89;6282;1
71;22.08;7370;8
25;28.43;7161;7
10;26.07;8098;8
13;24.37;9861;8
38;13.93;2413;4
73;24.09;1888;4
57;18.26;2843;2
25;30.31;4286;8
31;24.44;4401;5
27;15.42;3848;7
37;24.56;7060;1
100;19.48;8004;10
98;12.58;9473;0
54;17.08;1076;8
75;28.7;5757;6
61;20.35;5849;0
53;29.67;1389;1
66;29.74;6639;10
69;18.42;3563;3
38;16.28;5307;5
38;10.4;6538;1
16;19.65;6914;6
3;28.25;3820;2
73;10.07;3941;6
97;27.96;7233;9
29;28.92;3289;5
99;21.53;1198;8
78;14.58;7478;8
24;15.7;5789;5
5;27.95;7758;5
71;21.37;1367;3
9;21.63;4053;9
31;15.82;9889;1
66;24.56;5942;10
17;17.73;9178;7
89;22.9;7117;1
79;20.64;6734;7
75;20.22;9008;5
6;18.46;7904;7
42;30.28;9506;1
35;25.94;2474;8
94;13.09;1005;4
14;23.53;5997;10
78;22.05;6162;6
95;12.76;5431;0
12;16.12;2109;6
48;17.14;2892;3
93;14.6;9024;3
25;15.37;2603;2
24;16.85;9276;10
17;30.08;4340;3
19;17.98;4573;2
75;12.68;5954;6
69;15.45;7806;7
99;30.87;1778;9
80;11.96;2538;2
7;10.83;1989;1
17;25.33;4318;4
46;13.32;1236;2
13;15.93;9269;2
97;12.16;7114;3
32;26.03;4638;4
91;17.71;7277;3
87;11.27;2256;5
50;28.39;8283;2
62;25.73;4088;3
93;12.44;2470;10
80;20.69;9323;2
95;22.3;9428;3
18;12.9;3695;1
80;24.4;7904;10
67;18.89;8972;3
85;19.36;8175;6
79;17.74;2807;9
32;24.61;4234;5
60;21.27;7393;7
81;22.1;6343;3
85;20.68;8615;2
66;20.73;5760;2
59;24.94;8632;10
38;10.36;4732;7
51;12.59;4093;3
52;30.84;4042;0
55;22.74;8418;3
79;17.19;4697;8
76;28.25;4839;0
38;12.02;1558;3
42;16.68;7149;8
72;17.76;2998;6
74;16.33;2334;2
9;27.24;4881;8
86;20.28;1547;5
89;19.83;2447;3
88;18.69;5107;2
44;10.02;8909;7
2;18.33;4462;8
71;30.27;6834;9
40;18.32;2312;8
16;19.44;3619;6
81;20.6;7339;1
75;13.16;4636;0
58;12.41;7213;4
85;29.92;7856;3
34;30.97;6851;9
33;17.86;9018;6
37;27.11;5082;1
41;22.3;8665;3
82;26.48;1189;1
81;25.72;5612;8
83;21.55;8005;7
33;29.71;8651;0
62;19.79;5506;3
5;29.83;1586;3
83;27.4;5097;5
48;22.8;5876;4
81;26.63;1029;2
64;22.22;9496;5
63;30.69;1634;3
80;22.7;9792;8
87;11.57;2330;2
24;25.26;6426;5
74;26.33;7583;3
48;11.3;7711;3
84;11.82;4256;1
64;30.49;7908;7
63;24.71;7057;6
3;27.38;3303;5
64;29.38;2013;7
2;23.59;9128;5
69;21.07;3166;7
83;17.94;5640;1
90;17.19;7926;8
87;21.8;4928;1
9;21.98;7788;7
61;22.46;9265;5
91;11.61;6339;7
19;29.51;3073;3
89;13.55;7747;1
34;28.35;5803;5
7;22.89;4192;5
22;27.31;8323;1
2;28.76;1900;2
14;12.23;4602;5
42;30.1;1750;10
54;26.12;8779;7
50;30.52;5632;6
53;30.56;3915;7
83;27.89;4992;8
76;28.87;5014;8
58;19.87;9270;8
69;13.04;7110;9
8;30.72;3163;0
37;15.26;5498;8
12;22.85;2899;7
17;25.26;7423;7
69;24.08;5985;6
40;22.99;1795;7
80;29.59;9089;8
48;24.23;8740;1
69;20.0;1029;6
17;21.16;9059;5
65;22.03;2036;1
16;20.17;5916;3
3;17.65;6745;1
77;27.11;5304;3
43;16.83;5607;4
81;25.1;1131;2
99;26.18;9652;4
73;15.36;7965;8
27;28.98;5805;1
54;29.76;6778;2
22;13.66;6193;1
35;28.12;4242;6
15;29.54;6133;5
32;19.29;3391;2
80;23.36;9745;8
31;14.78;9732;8
75;13.09;5377;1
85;17.22;1100;9
93;26.92;9291;3
85;20.07;7842;6
98;17.36;1292;2
34;21.31;2131;3
57;29.04;1251;5
23;17.12;8490;9
100;21.5;6704;2
70;30.61;3833;3
78;14.03;8977;8
85;26.22;5591;1
91;27.55;1520;8
70;27.39;1745;4
4;17.81;4402;1
57;25.51;8826;9
85;20.61;5145;0
57;29.33;6197;9
17;20.81;6355;0
68;21.29;1198;1
86;28.14;3818;1
56;12.52;4945;2
29;29.33;9032;7
17;15.37;6875;8
9;15.93;7344;5
89;30.78;2340;1
39;19.81;6132;1
55;26.93;3814;3
81;30.33;5752;3
69;16.77;4539;4
92;29.55;7146;1
96;11.53;9671;9
76;30.05;1351;7
37;10.36;9242;9
96;26.25;5311;6
94;23.52;3502;9
25;27.19;3704;0
89;26.88;4469;6
51;29.18;9725;3
40;23.65;2737;2
69;22.95;1006;9
56;16.6;7873;5
24;30.04;2121;8
24;14.14;2956;6
81;21.52;2375;7
69;10.06;7087;5
41;18.44;2798;6
26;28.82;9931;1
31;27.57;2557;4
70;18.64;3603;5
29;17.17;7215;5
63;30.83;6471;4
20;17.04;8532;3
26;16.04;2692;4
68;11.99;4748;9
65;22.41;2541;8
64;17.52;6541;10
74;10.91;7856;5
97;17.3;3101;2
18;20.13;2166;2
36;14.81;9012;9
68;11.43;6311;4
30;15.21;8882;6
24;11.28;8629;6
64;11.19;5908;9
70;18.07;4017;9
27;30.6;4835;9
31;27.78;9446;7
88;14.86;4973;1
32;13.26;6730;8
69;16.59;9239;10
81;12.09;8629;2
70;13.01;3399;2
23;21.22;5595;9
95;22.88;5958;9
33;10.77;2731;6
67;23.14;3393;1
55;17.79;7776;10
41;27.56;1659;3
97;12.96;4185;9
48;22.98;4167;2
43;15.32;8620;6
37;30.89;7684;4
41;11.56;8418;5
87;21.64;1823;4
72;18.59;8852;8
13;22.38;5089;8
20;24.33;8254;6
89;30.44;1660;2
93;29.88;9310;6
58;20.95;5338;2
66;22.63;6105;10
0;27.84;2385;8
32;29.89;5716;0
88;30.39;4156;3
8;30.13;1443;2
44;13.15;1740;2
21;28.94;5974;8
71;25.81;4047;1
52;24.18;3060;0
43;12.34;1029;10
44;10.06;2515;6
54;23.5;1971;5
83;28.11;7610;8
73;25.55;4065;6
13;26.22;3167;4
54;13.71;9677;8
41;27.18;2940;3
96;10.78;6026;6
47;21.51;8068;5
51;18.89;3200;4
6;12.5;9704;4
27;19.28;3711;2
84;16.57;9104;9
36;14.77;4019;6
62;16.59;3761;3
80;10.02;4725;2
3;17.75;7395;2
74;18.98;8372;9
75;24.89;2862;1
51;26.0;4050;2
76;17.69;8308;1
10;21.53;3233;1
41;25.91;7118;1
74;28.53;4552;7
20;13.64;7503;2
95;19.7;1447;7
54;21.35;4756;0
15;30.4;4874;10
95;12.05;8525;4
62;20.89;1530;4
42;27.87;2656;10
50;13.05;4261;6
92;30.03;4417;1
8;23.91;2624;6
24;17.81;5181;8
64;16.52;1774;7
68;20.07;8879;9
38;10.12;7116;0
31;19.51;8785;7
45;13.52;3434;4
73;22.55;6459;4
6;18.13;6412;8
56;30.69;7907;3
100;19.23;5762;1
23;10.59;6277;8
26;18.26;8378;1
62;28.36;7656;4
54;27.22;5234;4
68;25.68;5786;2
75;17.56;2937;3
16;22.79;2770;6
85;13.07;2150;0
98;26.57;4069;7
65;27.69;5323;2
91;19.01;8376;9
38;16.19;3405;7
55;29.05;6168;8
16;11.24;1506;5
86;22.41;3017;2
71;16.26;1677;7
73;21.96;4953;6
85;27.0;7264;5
16;14.83;4480;6
77;13.9;7522;7
29;27.04;8022;2
0;17.58;2426;5
20;16.73;3900;2
52;10.99;3881;4
25;19.01;6135;8
60;27.08;5764;10
40;14.96;5651;6
27;27.15;7493;8
72;10.57;4692;9
31;19.05;7060;3
16;18.45;6524;4
45;15.95;7726;7
13;18.6;5733;8
2;19.48;3818;7
56;21.61;8687;7
15;27.23;3310;6
46;27.19;7984;6
51;28.15;3147;7
18;11.66;7937;0
94;17.14;6484;1
84;20.99;2435;5
63;23.97;2297;2
66;30.54;6726;2
57;30.34;1051;4
15;15.36;3949;1
58;11.66;6361;9
43;28.96;2480;7
97;29.88;2850;5
5;30.77;6410;4
75;15.44;6633;8
15;26.81;9708;1
99;15.25;2127;3
89;22.08;9909;3
58;30.1;5127;2
31;23.86;3378;3
61;19.1;8328;7
18;25.02;7460;5
9;23.97;8758;7
56;27.78;4102;3
80;14.19;3789;7
90;26.63;7749;1
35;25.43;6682;7
19;21.41;3584;3
83;13.89;8851;4
28;10.78;8429;4
62;30.18;7294;4
37;26.4;4872;6
29;20.04;1873;7
54;21.7;5439;0
50;13.09;4392;5
48;22.06;1878;0
51;17.28;4661;9
4;24.7;6863;6
65;12.84;2992;8
19;23.66;1698;10
75;24.74;4806;3
42;15.69;1824;6
61;27.13;1313;4
79;15.82;4207;5
74;26.26;7432;6
13;12.05;5913;3
16;22.69;5415;1
8;24.41;6445;5
96;20.92;4853;1
93;19.25;7652;4
75;28.78;9003;1
55;22.59;9284;3
37;15.1;3645;9
80;25.84;9495;8
48;30.58;5885;9
21;17.3;3883;4
80;29.85;5620;7
86;16.14;5858;10
18;30.09;3592;5
67;11.85;5428;6
79;28.85;1219;10
65;11.33;1695;10
5;11.8;6663;10
78;23.08;3656;3
17;29.57;6806;6
41;23.27;4096;6
34;12.96;1085;5
62;16.51;5663;9
97;30.14;6381;1
76;15.66;9430;6
60;14.66;7394;10
8;22.09;4503;6
18;14.33;9200;6
34;30.01;8519;5
5;21.35;8937;9
65;21.01;4063;6
77;24.24;2799;2
94;24.85;5350;3
45;24.36;2793;5
94;13.01;5729;1
56;17.21;3937;4
45;26.8;8816;9
5;27.74;6857;4
32;22.78;6340;7
43;21.31;4949;2
38;15.93;2001;5
14;21.1;9581;1
33;13.88;2920;7
29;12.08;8997;5
25;17.91;1490;1
65;14.86;1877;1
24;14.77;8698;6
42;24.94;5748;8
42;14.45;4226;7
27;22.39;5678;4
26;26.33;3916;2
57;30.73;8952;0
92;18.56;6391;1
75;20.66;4664;5
8;15.43;5920;6
44;25.98;7429;5
63;10.11;8829;8
62;25.69;6640;1
91;26.11;2033;6
93;12.29;4974;5
50;15.19;4500;8
9;20.56;8083;6
87;19.75;1719;6
73;22.5;9664;3
14;24.75;6476;0
46;19.23;9344;8
98;21.82;5527;9
70;14.88;4081;0
36;15.07;3960;2
66;24.88;4011;8
43;18.7;3327;3
61;24.15;8942;5
19;17.52;3856;8
22;19.11;9932;7
40;13.96;6319;4
63;12.55;1640;4
84;17.1;9358;3
49;13.61;2400;0
21;23.84;9343;8
24;19.66;9196;2
0;26.32;3087;3
27;27.69;5995;5
12;22.13;4961;5
82;12.39;2118;1
26;29.86;2256;8
61;23.33;7590;4
25;13.2;8830;7
70;12.62;7676;2
79;20.51;1374;4
8;18.11;1015;7
32;12.55;1859;10
89;30.02;6080;7
9;10.95;4978;4
25;29.5;5876;2
45;29.4;9652;2
26;20.55;1077;9
11;10.82;1914;1
55;29.22;2049;3
77;19.85;8738;2
40;28.16;8446;3
37;21.55;2637;8
36;22.87;9316;8
9;10.06;6078;7
92;16.13;2916;2
45;17.58;9057;10
59;13.62;1673;7
43;22.04;8368;7
49;28.61;7985;6
47;29.25;2418;8
32;28.24;2797;3
57;22.4;2620;2
21;20.81;9155;6
1;23.14;7709;6
2;27.06;7167;1
39;30.76;6530;7
83;19.39;1072;8
96;10.09;5115;7
89;23.42;1351;4
42;20.12;4131;4
23;14.52;2080;5
80;13.57;7994;2
64;23.98;8953;4
97;18.82;5233;6
76;14.12;4684;2
86;13.89;5905;1
47;10.47;1715;6
59;25.55;8147;10
90;18.76;1424;10
97;25.61;2156;3
57;15.4;5286;8
11;20.92;5191;3
70;11.74;9656;2
8;24.84;6390;3
60;29.16;8145;2
93;23.02;8486;9
57;16.86;9747;6
35;30.82;4719;5
90;22.02;2189;8
99;29.66;1535;3
85;24.37;8177;1
10;16.27;1871;0
62;28.67;6480;0
93;25.5;1089;1
75;26.55;5056;3
29;14.09;4895;2
51;11.54;6647;1
94;22.83;8790;9
7;26.51;5544;2
90;10.78;6883;3
70;17.63;3457;5
79;20.44;1116;6
20;30.68;7688;6
74;15.28;2239;7
15;30.28;4040;4
57;16.87;7089;2
4;14.41;7163;1
21;19.49;1979;3
6;30.28;5273;3
61;25.95;8290;3
16;18.32;5430;2
54;29.18;8561;1
87;25.02;9832;3
12;20.65;7644;4
73;28.77;7798;1
92;28.65;8760;4
42;13.97;7396;8
96;26.16;1495;10
94;10.03;6899;4
5;15.71;7074;3
53;27.11;6514;5
15;15.45;3468;2
0;14.63;1074;6
76;12.45;5159;8
76;15.87;4634;1
59;16.85;7615;5
70;25.37;7166;4
90;20.34;3811;1
70;26.81;8788;3
38;24.26;3344;9
55;22.53;9227;5
30;14.09;4971;5
29;17.97;3444;1
46;14.32;1634;9
47;13.72;9632;3
11;26.82;9277;2
78;20.89;5008;9
82;18.23;5041;2
8;15.93;7105;10
9;22.08;4638;5
67;29.27;9497;9
0;27.54;6977;7
46;21.28;5154;7
38;25.08;4357;2
31;23.46;8865;7
20;17.49;6789;7
68;19.88;1419;2
14;19.82;4278;8
49;15.31;8492;7
63;14.49;9108;2
61;27.41;7424;3
70;21.45;7474;1
61;19.1;5331;0
55;29.07;2997;5
56;22.9;4245;6
61;19.44;3969;5
98;21.8;3219;3
48;11.87;6372;3
32;17.11;9589;1
14;12.08;8995;7
59;26.22;6842;6
12;11.25;9220;7
89;10.18;8774;7
74;16.8;2283;2
3;30.68;7871;5
44;17.89;9091;3
58;16.84;6131;2
91;24.67;6891;5
90;18.58;3741;3
50;10.98;8382;7
100;22.94;3311;8
7;14.89;6065;9
38;10.32;8610;6
41;27.43;4908;2
20;30.53;7995;9
75;18.38;8640;9
26;20.25;6962;1
1;12.68;7246;7
80;13.16;5530;9
87;10.34;6467;3
12;12.96;7380;8
77;30.47;7383;9
34;22.89;5959;5
39;20.01;8387;3
4;16.6;2973;5
32;23.26;5130;8
44;18.43;8973;7
86;27.26;2230;4
39;25.48;4969;3
21;15.65;7837;3
35;12.96;8265;4
49;13.49;2353;8
16;17.74;9961;8
35;15.33;9880;1
22;27.15;3800;2
11;30.31;7215;6
39;14.34;4322;4
67;21.17;1446;9
78;25.84;8493;4
62;23.54;6485;3
16;22.05;1272;5
40;22.74;2089;9
76;16.9;8793;6
29;11.0;6187;6
60;17.82;7108;8
63;22.95;6587;1
67;28.78;9686;6
63;15.61;4374;10
55;27.08;2099;3
52;10.29;9567;6
40;19.16;6601;5
7;16.27;2847;9
23;12.5;3531;5
64;16.98;5432;6
9;19.43;5729;9
20;11.09;5402;1
45;24.62;8422;6
16;21.82;4059;7
88;21.17;7250;9
85;14.32;7114;5
98;15.96;9392;6
3;22.96;3793;3
94;14.43;9973;4
69;18.73;6156;8
39;22.03;7194;8
5;18.36;7217;3
28;20.11;5885;3
69;17.64;6656;5
0;26.76;6406;3
96;30.16;3216;9
98;22.1;5109;9
15;13.37;8082;1
44;26.89;7782;3
34;15.71;9818;3
13;19.51;5776;10
52;22.37;3672;4
14;11.71;1763;3
64;11.59;2326;3
13;20.59;3299;2
73;24.82;1392;7
57;15.82;3651;5
95;17.19;1234;7
85;30.91;7568;7
54;15.84;8929;7
38;24.25;8941;0
89;27.35;9425;0
0;25.09;9547;1
17;22.14;5224;3
24;13.56;8310;7
